Offer_ID,Offer_Send_Date,Offer_Start_Date,Offer_End_Date,Offer_Title,SubCategory2,Segment,Offer_Type,Duration_Type,Offer_Status,Offer_Open_Date,Offer_Activation_Date,Offer_Redeem_Date,Reward_Value_USD,Offer_Period_Visited,Incremental_Revenue,Opened,Activated,Redeemed,Achievement_Rate,Region,Time_to_Respond,Redeem_DayOfWeek,Loyalty_Tier,Customer_Journey,Offer_Month,Customer_ID
OFF08827,2024-01-09,2024-01-10,2024-02-09,Buy Hot Coffee and Get 50 Points,Salty Snacks,New,Cashback,Fortnightly,Redeemed,2024-01-10,2024-01-11,2024-01-13,4.65,0,0.0,0,0,0,0,Central,3.0,Saturday,Gold,Elapsed,2024-01,CUST08828
OFF08828,2024-06-18,2024-06-19,2024-06-26,Free Tyre Check with Car Care Service,Sweet Snacks,New,BOGO,Weekly,Expired,2024-06-20,,,4.45,1,0.0,0,0,0,0,East,,,Silver,In Life,2024-06,CUST08829
OFF08829,2024-02-08,2024-02-09,2024-02-16,Free Tyre Check with Car Care Service,Sweet Snacks,New,BOGO,Weekly,Redeemed,2024-02-10,2024-02-11,2024-02-13,2.73,0,0.0,1,0,0,0,South,4.0,Tuesday,Gold,Early Life,2024-02,CUST08830
OFF08830,2024-05-01,2024-05-02,2024-05-16,Buy 2 Get 1 Free on Sodas,Grocery,Lapsed,BOGO,Fortnightly,Expired,2024-05-03,,,3.64,1,0.0,0,0,0,0,North,,,Gold,In Life,2024-05,CUST08831
OFF08831,2024-06-16,2024-06-17,2024-07-01,Free Print Credit on Recharge,Salty Snacks,New,BOGO,Weekly,Activated,2024-06-18,2024-06-19,,3.03,1,5.656163620931778,1,1,1,1,West,,,Brown,Elapsed,2024-06,CUST08832
OFF08832,2024-02-28,2024-02-29,2024-03-07,Free Tyre Check with Car Care Service,Car Care,New,BOGO,Weekly,Expired,,,,1.7,0,3.7871939984104888,1,1,1,1,West,,,Brown,Elapsed,2024-02,CUST08833
OFF08833,2024-02-13,2024-02-14,2024-02-21,Get $2 Off Sweet Snacks Combo,Salty Snacks,New,BOGO,Weekly,Expired,2024-02-14,,,2.5,0,0.0,0,0,0,0,Central,,,Brown,Elapsed,2024-02,CUST08834
OFF08834,2024-03-05,2024-03-06,2024-03-20,Get $2 Cashback on Car Care,Hot Coffee,Loyalist,Cashback,Fortnightly,Expired,2024-03-07,,,4.41,0,0.0,1,1,0,0,Central,,,Gold,Elapsed,2024-03,CUST08835
OFF08835,2024-01-11,2024-01-12,2024-01-26,Buy Hot Coffee and Get 50 Points,Energy Drinks,Lapsed,Cashback,Weekly,Redeemed,2024-01-13,2024-01-14,2024-01-15,4.19,1,0.0,0,0,0,0,South,3.0,Monday,Silver,Early Life,2024-01,CUST08836
OFF08836,2024-03-31,2024-04-01,2024-04-08,Free Tyre Check with Car Care Service,Hot Coffee,Lapsed,BOGO,Weekly,Redeemed,2024-04-01,2024-04-02,2024-04-03,1.41,1,2.891668331266453,1,1,1,1,South,2.0,Wednesday,Gold,In Life,2024-03,CUST08837
OFF08837,2024-03-24,2024-03-25,2024-04-08,Flat $1 off Printer Services,Sweet Snacks,Lapsed,BOGO,Fortnightly,Redeemed,2024-03-26,2024-03-27,2024-03-28,1.3,0,0.0,1,1,0,0,Central,3.0,Thursday,Silver,Early Life,2024-03,CUST08838
OFF08838,2024-01-05,2024-01-06,2024-01-20,Get $2 Cashback on Car Care,Car Care,Lapsed,Cashback,Monthly,Redeemed,2024-01-06,2024-01-07,2024-01-09,4.41,0,0.0,0,0,0,0,South,3.0,Tuesday,Brown,In Life,2024-01,CUST08839
OFF08839,2024-04-23,2024-04-24,2024-05-01,20% off Carbonated Drinks,Printer Services,New,Cashback,Weekly,Expired,2024-04-25,2024-04-26,,4.6,0,0.0,1,0,0,0,South,,,Gold,Elapsed,2024-04,CUST08840
OFF08840,2024-06-25,2024-06-26,2024-07-26,Get $2 Cashback on Car Care,Car Care,Lapsed,BOGO,Weekly,Activated,2024-06-26,2024-06-27,,2.18,1,0.0,0,0,0,0,West,,,Silver,In Life,2024-06,CUST08841
OFF08841,2024-06-27,2024-06-28,2024-07-12,Flat $1 off Printer Services,Hot Coffee,Loyalist,Cashback,Fortnightly,Redeemed,2024-06-28,2024-06-29,2024-07-01,2.4,1,0.0,0,0,0,0,North,3.0,Monday,Silver,In Life,2024-06,CUST08842
OFF08842,2024-06-12,2024-06-13,2024-07-13,20% off Carbonated Drinks,Sweet Snacks,Lapsed,Cashback,Weekly,Activated,2024-06-14,2024-06-15,,2.34,1,0.0,0,0,0,0,South,,,Brown,Elapsed,2024-06,CUST08843
OFF08843,2024-04-14,2024-04-15,2024-04-29,Buy 1 Get 1 Sweet Snacks Free,Soft Drinks,Loyalist,BOGO,Monthly,Redeemed,2024-04-16,2024-04-17,2024-04-19,1.51,0,0.0,1,1,0,0,East,4.0,Friday,Brown,Elapsed,2024-04,CUST08844
OFF08844,2024-01-16,2024-01-17,2024-02-16,20% off Carbonated Drinks,Car Care,New,BOGO,Weekly,Expired,2024-01-17,2024-01-18,,3.98,0,8.72891896236538,1,1,1,1,Central,,,Brown,Elapsed,2024-01,CUST08845
OFF08845,2024-01-07,2024-01-08,2024-01-22,Flat $1 Off Hot Coffee,Energy Drinks,Loyalist,BOGO,Weekly,Expired,2024-01-08,2024-01-09,,2.48,0,0.0,0,0,0,0,South,,,Gold,In Life,2024-01,CUST08846
OFF08846,2024-02-13,2024-02-14,2024-03-15,20% off Carbonated Drinks,Salty Snacks,Loyalist,BOGO,Monthly,Expired,2024-02-15,,,4.34,1,10.379713464954117,1,1,1,1,North,,,Gold,Elapsed,2024-02,CUST08847
OFF08847,2024-01-26,2024-01-27,2024-02-26,Get $2 Off Sweet Snacks Combo,Car Care,Loyalist,BOGO,Monthly,Expired,2024-01-28,,,4.51,0,8.141743610580917,1,1,1,1,Central,,,Gold,Early Life,2024-01,CUST08848
OFF08848,2024-02-05,2024-02-06,2024-02-20,Get $2 Cashback on Car Care,Sweet Snacks,Lapsed,BOGO,Weekly,Expired,2024-02-07,2024-02-08,,4.65,0,0.0,0,0,0,0,South,,,Silver,In Life,2024-02,CUST08849
OFF08849,2024-04-01,2024-04-02,2024-05-02,Buy 2 Get 1 Free on Sodas,Salty Snacks,New,Cashback,Weekly,Expired,2024-04-03,2024-04-04,,4.27,1,0.0,1,1,0,0,Central,,,Silver,Elapsed,2024-04,CUST08850
OFF08850,2024-06-20,2024-06-21,2024-06-28,Buy 2 Get 1 Free on Sodas,Salty Snacks,Loyalist,BOGO,Weekly,Expired,2024-06-21,,,4.16,0,0.0,0,0,0,0,North,,,Gold,Early Life,2024-06,CUST08851
OFF08851,2024-01-12,2024-01-13,2024-01-20,20% off Carbonated Drinks,Frozen Foods,Lapsed,BOGO,Weekly,Expired,2024-01-13,,,2.8,1,0.0,1,1,0,0,Central,,,Gold,In Life,2024-01,CUST08852
OFF08852,2024-03-30,2024-03-31,2024-04-07,Buy 2 Get 1 Free on Sodas,Hot Coffee,New,Cashback,Fortnightly,Expired,2024-03-31,2024-04-01,,1.11,0,2.5387867121111785,1,1,1,1,Central,,,Gold,Early Life,2024-03,CUST08853
OFF08853,2024-03-08,2024-03-09,2024-04-08,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,New,BOGO,Fortnightly,Expired,2024-03-09,2024-03-10,,1.45,1,0.0,1,0,0,0,Central,,,Brown,In Life,2024-03,CUST08854
OFF08854,2024-04-17,2024-04-18,2024-05-02,Flat $1 off Printer Services,Printer Services,Lapsed,BOGO,Weekly,Redeemed,2024-04-19,2024-04-20,2024-04-21,3.12,1,0.0,1,1,0,0,Central,3.0,Sunday,Brown,Elapsed,2024-04,CUST08855
OFF08855,2024-05-30,2024-05-31,2024-06-30,Flat $1 off Printer Services,Sweet Snacks,Loyalist,BOGO,Weekly,Redeemed,2024-05-31,2024-06-01,2024-06-02,2.44,1,0.0,0,0,0,0,North,2.0,Sunday,Brown,Early Life,2024-05,CUST08856
OFF08856,2024-04-13,2024-04-14,2024-04-28,20% off Carbonated Drinks,Soft Drinks,Lapsed,Cashback,Weekly,Redeemed,2024-04-15,2024-04-16,2024-04-18,4.32,1,9.715563705075958,1,1,1,1,Central,4.0,Thursday,Silver,Elapsed,2024-04,CUST08857
OFF08857,2024-03-28,2024-03-29,2024-04-28,Get $2 Off Sweet Snacks Combo,Car Care,New,Discount,Weekly,Expired,2024-03-30,2024-03-31,,3.25,1,0.0,0,0,0,0,Central,,,Platinum,In Life,2024-03,CUST08858
OFF08858,2024-04-04,2024-04-05,2024-04-19,Buy 1 Get 1 Sweet Snacks Free,Grocery,Loyalist,BOGO,Fortnightly,Expired,2024-04-06,2024-04-07,,1.4,1,0.0,1,1,0,0,West,,,Brown,In Life,2024-04,CUST08859
OFF08859,2024-05-05,2024-05-06,2024-06-05,Buy 2 Get 1 Free on Sodas,Car Care,New,Cashback,Fortnightly,Redeemed,2024-05-07,2024-05-08,2024-05-09,2.91,1,0.0,1,1,0,0,West,3.0,Thursday,Gold,Early Life,2024-05,CUST08860
OFF08860,2024-01-30,2024-01-31,2024-03-01,Flat $1 Off Hot Coffee,Energy Drinks,New,Cashback,Monthly,Expired,2024-02-01,,,4.29,1,0.0,1,1,0,0,North,,,Gold,Elapsed,2024-01,CUST08861
OFF08861,2024-03-03,2024-03-04,2024-03-11,20% off Carbonated Drinks,Hot Coffee,Lapsed,BOGO,Fortnightly,Expired,2024-03-04,,,4.45,0,9.613117763611257,1,1,1,1,North,,,Brown,In Life,2024-03,CUST08862
OFF08862,2024-01-03,2024-01-04,2024-02-03,Flat $1 Off Hot Coffee,Grocery,New,BOGO,Monthly,Expired,2024-01-04,,,1.66,0,3.2101282401148716,1,1,1,1,North,,,Silver,Elapsed,2024-01,CUST08863
OFF08863,2024-06-10,2024-06-11,2024-06-18,Buy 2 Get 1 Free on Sodas,Energy Drinks,Lapsed,BOGO,Fortnightly,Redeemed,2024-06-11,2024-06-12,2024-06-13,1.4,1,0.0,1,1,0,0,Central,2.0,Thursday,Silver,Elapsed,2024-06,CUST08864
OFF08864,2024-04-11,2024-04-12,2024-04-26,Flat $1 Off Hot Coffee,Energy Drinks,New,Cashback,Fortnightly,Expired,2024-04-13,2024-04-14,,2.55,1,0.0,0,0,0,0,West,,,Silver,Elapsed,2024-04,CUST08865
OFF08865,2024-04-01,2024-04-02,2024-04-16,Buy Hot Coffee and Get 50 Points,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-04-02,2024-04-03,,1.26,1,0.0,1,0,0,0,South,,,Brown,Early Life,2024-04,CUST08866
OFF08866,2024-06-25,2024-06-26,2024-07-03,Buy 2 Get 1 Free on Sodas,Energy Drinks,New,Cashback,Weekly,Redeemed,2024-06-27,2024-06-28,2024-06-29,3.91,1,0.0,1,0,0,0,Central,3.0,Saturday,Brown,Elapsed,2024-06,CUST08867
OFF08867,2024-06-20,2024-06-21,2024-07-21,Buy Hot Coffee and Get 50 Points,Salty Snacks,Loyalist,Cashback,Fortnightly,Activated,2024-06-21,2024-06-22,,2.79,0,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-06,CUST08868
OFF08868,2024-06-17,2024-06-18,2024-07-02,Get $2 Cashback on Car Care,Soft Drinks,Loyalist,Cashback,Weekly,Redeemed,2024-06-18,2024-06-19,2024-06-20,1.79,1,0.0,1,0,0,0,South,2.0,Thursday,Gold,In Life,2024-06,CUST08869
OFF08869,2024-02-17,2024-02-18,2024-03-19,Flat $1 off Printer Services,Soft Drinks,Loyalist,BOGO,Weekly,Expired,2024-02-19,2024-02-20,,1.41,1,0.0,1,0,0,0,Central,,,Silver,Elapsed,2024-02,CUST08870
OFF08870,2024-01-08,2024-01-09,2024-02-08,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,New,Discount,Weekly,Redeemed,2024-01-10,2024-01-11,2024-01-13,4.71,1,0.0,1,0,0,0,Central,4.0,Saturday,Platinum,Early Life,2024-01,CUST08871
OFF08871,2024-05-14,2024-05-15,2024-06-14,Flat $1 Off Hot Coffee,Hot Coffee,Lapsed,Discount,Fortnightly,Redeemed,2024-05-15,2024-05-16,2024-05-17,1.17,1,0.0,1,1,0,0,East,2.0,Friday,Gold,Early Life,2024-05,CUST08872
OFF08872,2024-02-06,2024-02-07,2024-02-21,Flat $1 Off Hot Coffee,Energy Drinks,Loyalist,Discount,Fortnightly,Expired,2024-02-08,,,1.39,0,0.0,1,0,0,0,Central,,,Platinum,Early Life,2024-02,CUST08873
OFF08873,2024-03-11,2024-03-12,2024-03-26,Get $2 Off Sweet Snacks Combo,Salty Snacks,Loyalist,Cashback,Weekly,Expired,2024-03-13,,,1.94,1,0.0,1,1,0,0,South,,,Silver,Early Life,2024-03,CUST08874
OFF08874,2024-06-26,2024-06-27,2024-07-27,Buy Hot Coffee and Get 50 Points,Soft Drinks,Lapsed,Cashback,Fortnightly,Opened,2024-06-28,,,1.38,1,0.0,0,0,0,0,West,,,Brown,Early Life,2024-06,CUST08875
OFF08875,2024-03-22,2024-03-23,2024-03-30,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,Loyalist,BOGO,Weekly,Redeemed,2024-03-23,2024-03-24,2024-03-26,3.58,1,0.0,0,0,0,0,Central,3.0,Tuesday,Silver,Early Life,2024-03,CUST08876
OFF08876,2024-04-21,2024-04-22,2024-04-29,20% off Carbonated Drinks,Hot Coffee,New,Cashback,Fortnightly,Expired,,,,1.87,1,0.0,1,0,0,0,Central,,,Gold,Early Life,2024-04,CUST08877
OFF08877,2024-04-12,2024-04-13,2024-04-20,Free Tyre Check with Car Care Service,Grocery,Lapsed,Discount,Monthly,Redeemed,2024-04-13,2024-04-14,2024-04-16,2.92,1,0.0,0,0,0,0,West,3.0,Tuesday,Silver,Elapsed,2024-04,CUST08878
OFF08878,2024-01-21,2024-01-22,2024-02-21,Get $2 Cashback on Car Care,Grocery,New,Cashback,Fortnightly,Redeemed,2024-01-22,2024-01-23,2024-01-24,4.44,1,8.693412896417726,1,1,1,1,Central,2.0,Wednesday,Silver,Early Life,2024-01,CUST08879
OFF08879,2024-02-03,2024-02-04,2024-02-11,Free Print Credit on Recharge,Car Care,New,BOGO,Fortnightly,Expired,2024-02-05,2024-02-06,,4.3,1,0.0,1,0,0,0,Central,,,Platinum,In Life,2024-02,CUST08880
OFF08880,2024-06-25,2024-06-26,2024-07-10,Flat $1 Off Hot Coffee,Sweet Snacks,New,BOGO,Weekly,Redeemed,2024-06-27,2024-06-28,2024-06-29,1.58,1,0.0,1,1,0,0,West,3.0,Saturday,Silver,In Life,2024-06,CUST08881
OFF08881,2024-01-27,2024-01-28,2024-02-04,Flat $1 off Printer Services,Sweet Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-01-29,,,1.35,1,0.0,1,0,0,0,Central,,,Gold,Early Life,2024-01,CUST08882
OFF08882,2024-01-08,2024-01-09,2024-01-16,20% off Carbonated Drinks,Grocery,Lapsed,BOGO,Fortnightly,Redeemed,2024-01-10,2024-01-11,2024-01-12,3.66,1,0.0,1,0,0,0,Central,3.0,Friday,Silver,In Life,2024-01,CUST08883
OFF08883,2024-06-10,2024-06-11,2024-07-11,Free Tyre Check with Car Care Service,Soft Drinks,New,Cashback,Weekly,Opened,2024-06-12,,,1.84,1,0.0,1,1,0,0,Central,,,Silver,In Life,2024-06,CUST08884
OFF08884,2024-01-18,2024-01-19,2024-02-02,Buy 2 Get 1 Free on Sodas,Printer Services,New,BOGO,Weekly,Expired,2024-01-19,2024-01-20,,4.13,0,0.0,1,1,0,0,West,,,Brown,In Life,2024-01,CUST08885
OFF08885,2024-06-27,2024-06-28,2024-07-12,20% off Carbonated Drinks,Car Care,Loyalist,BOGO,Weekly,Redeemed,2024-06-28,2024-06-29,2024-06-30,2.74,1,0.0,1,1,0,0,East,2.0,Sunday,Gold,In Life,2024-06,CUST08886
OFF08886,2024-05-19,2024-05-20,2024-05-27,Buy Hot Coffee and Get 50 Points,Hot Coffee,Lapsed,Cashback,Fortnightly,Redeemed,2024-05-20,2024-05-21,2024-05-22,1.62,1,0.0,1,0,0,0,North,2.0,Wednesday,Gold,Elapsed,2024-05,CUST08887
OFF08887,2024-02-20,2024-02-21,2024-03-22,20% off Carbonated Drinks,Frozen Foods,New,BOGO,Fortnightly,Redeemed,2024-02-22,2024-02-23,2024-02-25,4.9,1,0.0,1,0,0,0,North,4.0,Sunday,Silver,Early Life,2024-02,CUST08888
OFF08888,2024-06-16,2024-06-17,2024-07-17,Get $2 Cashback on Car Care,Grocery,New,BOGO,Weekly,Activated,2024-06-17,2024-06-18,,1.22,1,0.0,0,0,0,0,Central,,,Gold,Early Life,2024-06,CUST08889
OFF08889,2024-05-29,2024-05-30,2024-06-06,Free Print Credit on Recharge,Car Care,New,Discount,Fortnightly,Redeemed,2024-05-30,2024-05-31,2024-06-01,1.5,1,3.172087191623148,1,1,1,1,West,2.0,Saturday,Silver,Elapsed,2024-05,CUST08890
OFF08890,2024-05-15,2024-05-16,2024-05-30,Get $2 Cashback on Car Care,Frozen Foods,New,Cashback,Fortnightly,Expired,2024-05-16,2024-05-17,,4.25,1,0.0,1,1,0,0,South,,,Brown,Elapsed,2024-05,CUST08891
OFF08891,2024-06-04,2024-06-05,2024-06-19,Flat $1 Off Hot Coffee,Sweet Snacks,New,Cashback,Weekly,Expired,2024-06-06,,,2.81,0,0.0,1,1,0,0,Central,,,Platinum,Early Life,2024-06,CUST08892
OFF08892,2024-06-26,2024-06-27,2024-07-11,Get $2 Cashback on Car Care,Sweet Snacks,New,BOGO,Fortnightly,Redeemed,2024-06-28,2024-06-29,2024-07-01,4.75,1,11.582063333503848,1,1,1,1,West,4.0,Monday,Gold,In Life,2024-06,CUST08893
OFF08893,2024-02-16,2024-02-17,2024-03-18,Buy 1 Get 1 Sweet Snacks Free,Grocery,Lapsed,BOGO,Fortnightly,Redeemed,2024-02-17,2024-02-18,2024-02-20,1.45,0,0.0,1,1,0,0,West,3.0,Tuesday,Platinum,Elapsed,2024-02,CUST08894
OFF08894,2024-02-25,2024-02-26,2024-03-04,Free Print Credit on Recharge,Grocery,Loyalist,Discount,Fortnightly,Expired,2024-02-26,2024-02-27,,1.63,0,0.0,1,0,0,0,South,,,Brown,In Life,2024-02,CUST08895
OFF08895,2024-06-08,2024-06-09,2024-07-09,Buy 1 Get 1 Sweet Snacks Free,Salty Snacks,New,Cashback,Weekly,Redeemed,2024-06-09,2024-06-10,2024-06-11,1.01,1,0.0,1,1,0,0,West,2.0,Tuesday,Platinum,Elapsed,2024-06,CUST08896
OFF08896,2024-05-18,2024-05-19,2024-06-02,Get $2 Off Sweet Snacks Combo,Hot Coffee,New,BOGO,Weekly,Expired,,,,1.87,1,3.482422170093365,1,1,1,1,Central,,,Silver,In Life,2024-05,CUST08897
OFF08897,2024-05-28,2024-05-29,2024-06-28,Buy Hot Coffee and Get 50 Points,Car Care,Loyalist,BOGO,Weekly,Expired,2024-05-29,,,3.63,0,0.0,1,0,0,0,South,,,Brown,Elapsed,2024-05,CUST08898
OFF08898,2024-06-02,2024-06-03,2024-06-17,Buy 2 Get 1 Free on Sodas,Salty Snacks,New,BOGO,Weekly,Expired,2024-06-04,2024-06-05,,3.89,1,0.0,1,1,0,0,Central,,,Brown,Elapsed,2024-06,CUST08899
OFF08899,2024-05-21,2024-05-22,2024-05-29,Get $2 Off Sweet Snacks Combo,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-05-22,,,2.72,0,0.0,1,1,0,0,South,,,Brown,Elapsed,2024-05,CUST08900
OFF08900,2024-03-19,2024-03-20,2024-04-03,Free Tyre Check with Car Care Service,Salty Snacks,Lapsed,Cashback,Fortnightly,Redeemed,2024-03-21,2024-03-22,2024-03-24,2.03,1,0.0,1,0,0,0,West,4.0,Sunday,Brown,In Life,2024-03,CUST08901
OFF08901,2024-01-14,2024-01-15,2024-01-22,20% off Carbonated Drinks,Car Care,Loyalist,Cashback,Monthly,Redeemed,2024-01-15,2024-01-16,2024-01-17,3.87,1,9.121565297370008,1,1,1,1,North,2.0,Wednesday,Brown,Elapsed,2024-01,CUST08902
OFF08902,2024-04-09,2024-04-10,2024-05-10,Free Tyre Check with Car Care Service,Soft Drinks,New,BOGO,Weekly,Redeemed,2024-04-11,2024-04-12,2024-04-14,1.69,0,0.0,0,0,0,0,East,4.0,Sunday,Brown,Early Life,2024-04,CUST08903
OFF08903,2024-01-03,2024-01-04,2024-02-03,Free Tyre Check with Car Care Service,Car Care,Loyalist,BOGO,Fortnightly,Redeemed,2024-01-05,2024-01-06,2024-01-08,4.07,1,0.0,1,0,0,0,Central,4.0,Monday,Platinum,Early Life,2024-01,CUST08904
OFF08904,2024-05-01,2024-05-02,2024-06-01,20% off Carbonated Drinks,Sweet Snacks,Lapsed,Cashback,Weekly,Expired,2024-05-03,,,4.15,0,10.354730520850703,1,1,1,1,South,,,Gold,In Life,2024-05,CUST08905
OFF08905,2024-01-07,2024-01-08,2024-01-22,Buy 2 Get 1 Free on Sodas,Energy Drinks,Lapsed,Cashback,Fortnightly,Redeemed,2024-01-08,2024-01-09,2024-01-10,2.76,1,0.0,1,1,0,0,Central,2.0,Wednesday,Gold,Elapsed,2024-01,CUST08906
OFF08906,2024-02-08,2024-02-09,2024-02-16,Free Tyre Check with Car Care Service,Hot Coffee,New,Cashback,Fortnightly,Expired,2024-02-10,2024-02-11,,1.77,1,0.0,1,1,0,0,Central,,,Silver,Elapsed,2024-02,CUST08907
OFF08907,2024-04-24,2024-04-25,2024-05-25,Buy Hot Coffee and Get 50 Points,Salty Snacks,New,BOGO,Monthly,Expired,2024-04-26,2024-04-27,,3.52,0,0.0,1,1,0,0,South,,,Silver,Early Life,2024-04,CUST08908
OFF08908,2024-04-19,2024-04-20,2024-05-20,Flat $1 off Printer Services,Salty Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-04-20,2024-04-21,,4.41,1,0.0,1,1,0,0,North,,,Silver,In Life,2024-04,CUST08909
OFF08909,2024-03-05,2024-03-06,2024-03-13,Flat $1 off Printer Services,Car Care,New,BOGO,Weekly,Expired,2024-03-06,2024-03-07,,3.12,0,0.0,1,1,0,0,Central,,,Brown,Early Life,2024-03,CUST08910
OFF08910,2024-01-25,2024-01-26,2024-02-09,Flat $1 Off Hot Coffee,Energy Drinks,Lapsed,BOGO,Weekly,Redeemed,2024-01-27,2024-01-28,2024-01-29,2.84,1,0.0,1,0,0,0,North,3.0,Monday,Gold,In Life,2024-01,CUST08911
OFF08911,2024-01-31,2024-02-01,2024-03-02,Buy 2 Get 1 Free on Sodas,Hot Coffee,New,BOGO,Monthly,Expired,2024-02-02,2024-02-03,,4.92,1,0.0,1,1,0,0,South,,,Brown,Early Life,2024-01,CUST08912
OFF08912,2024-03-26,2024-03-27,2024-04-10,Free Tyre Check with Car Care Service,Grocery,Lapsed,Cashback,Fortnightly,Expired,2024-03-27,2024-03-28,,3.15,1,0.0,0,0,0,0,South,,,Gold,In Life,2024-03,CUST08913
OFF08913,2024-05-17,2024-05-18,2024-06-01,Flat $1 off Printer Services,Sweet Snacks,New,Cashback,Monthly,Expired,2024-05-18,,,1.14,1,2.335886052886619,1,1,1,1,Central,,,Silver,Elapsed,2024-05,CUST08914
OFF08914,2024-03-17,2024-03-18,2024-04-01,Get $2 Cashback on Car Care,Energy Drinks,Lapsed,BOGO,Weekly,Redeemed,2024-03-19,2024-03-20,2024-03-22,3.01,1,0.0,1,1,0,0,South,4.0,Friday,Gold,Elapsed,2024-03,CUST08915
OFF08915,2024-05-16,2024-05-17,2024-06-16,Flat $1 Off Hot Coffee,Grocery,Loyalist,Cashback,Fortnightly,Expired,2024-05-17,2024-05-18,,2.78,1,0.0,1,1,0,0,South,,,Platinum,In Life,2024-05,CUST08916
OFF08916,2024-05-01,2024-05-02,2024-06-01,Free Tyre Check with Car Care Service,Hot Coffee,New,BOGO,Weekly,Expired,2024-05-02,,,2.17,1,3.812464887896721,1,1,1,1,South,,,Platinum,In Life,2024-05,CUST08917
OFF08917,2024-01-08,2024-01-09,2024-01-16,Buy Hot Coffee and Get 50 Points,Sweet Snacks,Loyalist,Cashback,Weekly,Expired,2024-01-10,,,2.27,1,0.0,1,1,0,0,East,,,Gold,In Life,2024-01,CUST08918
OFF08918,2024-04-06,2024-04-07,2024-04-14,Buy 2 Get 1 Free on Sodas,Grocery,Lapsed,Cashback,Weekly,Expired,2024-04-07,,,4.72,1,0.0,1,1,0,0,North,,,Silver,In Life,2024-04,CUST08919
OFF08919,2024-01-19,2024-01-20,2024-02-03,Flat $1 Off Hot Coffee,Energy Drinks,Lapsed,Cashback,Weekly,Redeemed,2024-01-21,2024-01-22,2024-01-24,1.53,0,0.0,0,0,0,0,West,4.0,Wednesday,Brown,In Life,2024-01,CUST08920
OFF08920,2024-01-30,2024-01-31,2024-03-01,Buy Hot Coffee and Get 50 Points,Energy Drinks,New,Discount,Fortnightly,Expired,2024-01-31,2024-02-01,,4.06,1,0.0,1,1,0,0,West,,,Gold,Early Life,2024-01,CUST08921
OFF08921,2024-01-09,2024-01-10,2024-01-24,Free Print Credit on Recharge,Soft Drinks,Lapsed,Discount,Fortnightly,Redeemed,2024-01-10,2024-01-11,2024-01-12,4.61,0,0.0,1,1,0,0,East,2.0,Friday,Brown,In Life,2024-01,CUST08922
OFF08922,2024-03-23,2024-03-24,2024-03-31,Get $2 Cashback on Car Care,Frozen Foods,Lapsed,Cashback,Fortnightly,Expired,2024-03-24,2024-03-25,,2.04,1,3.781265715044246,1,1,1,1,Central,,,Brown,Elapsed,2024-03,CUST08923
OFF08923,2024-02-16,2024-02-17,2024-03-02,Free Print Credit on Recharge,Salty Snacks,Loyalist,Cashback,Monthly,Expired,2024-02-17,2024-02-18,,1.27,1,2.405143566488069,1,1,1,1,Central,,,Silver,In Life,2024-02,CUST08924
OFF08924,2024-06-22,2024-06-23,2024-07-07,Get $2 Off Sweet Snacks Combo,Hot Coffee,Loyalist,BOGO,Weekly,Redeemed,2024-06-23,2024-06-24,2024-06-25,2.23,0,0.0,1,1,0,0,East,2.0,Tuesday,Silver,Elapsed,2024-06,CUST08925
OFF08925,2024-03-30,2024-03-31,2024-04-30,Flat $1 Off Hot Coffee,Sweet Snacks,Loyalist,BOGO,Fortnightly,Redeemed,2024-03-31,2024-04-01,2024-04-02,2.73,1,0.0,1,0,0,0,Central,2.0,Tuesday,Platinum,Elapsed,2024-03,CUST08926
OFF08926,2024-01-01,2024-01-02,2024-01-16,Get $2 Off Sweet Snacks Combo,Sweet Snacks,Lapsed,Discount,Fortnightly,Expired,2024-01-03,,,4.81,1,0.0,1,1,0,0,Central,,,Gold,Early Life,2024-01,CUST08927
OFF08927,2024-05-10,2024-05-11,2024-05-25,Flat $1 off Printer Services,Car Care,New,BOGO,Weekly,Redeemed,2024-05-11,2024-05-12,2024-05-14,2.72,0,0.0,1,1,0,0,West,3.0,Tuesday,Gold,Elapsed,2024-05,CUST08928
OFF08928,2024-06-10,2024-06-11,2024-07-11,Get $2 Cashback on Car Care,Energy Drinks,Loyalist,Cashback,Weekly,Redeemed,2024-06-12,2024-06-13,2024-06-14,1.37,0,2.487867041794179,1,1,1,1,North,3.0,Friday,Gold,In Life,2024-06,CUST08929
OFF08929,2024-06-01,2024-06-02,2024-07-02,Free Print Credit on Recharge,Grocery,New,Cashback,Weekly,Activated,2024-06-02,2024-06-03,,1.59,1,2.963825707810356,1,1,1,1,Central,,,Silver,Elapsed,2024-06,CUST08930
OFF08930,2024-06-06,2024-06-07,2024-06-14,Free Tyre Check with Car Care Service,Energy Drinks,Loyalist,Cashback,Weekly,Expired,2024-06-07,2024-06-08,,2.41,1,0.0,1,0,0,0,West,,,Platinum,Early Life,2024-06,CUST08931
